no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,5,0,0,0,2,2017,8,19,4,0,0.0,0.0,99.14,0,1
1,0,1,3,0,0,4,143,2018,7,18,2,0,0.0,0.0,106.0,0,1
2,0,0,2,1,0,0,377,2018,10,14,3,0,0.0,0.0,115.0,1,0
2,1,1,0,0,0,0,0,2018,7,10,4,0,0.0,0.0,15.0,0,1
3,0,2,5,0,1,3,14,2018,2,14,4,0,0.0,0.0,139.0,1,1
2,0,0,3,3,0,0,144,2018,6,2,4,0,0.0,0.0,95.4,0,1
2,0,1,1,0,0,1,1,2018,1,4,4,0,0.0,0.0,74.25,1,1
2,0,0,1,0,0,0,4,2018,2,20,4,0,0.0,0.0,93.0,0,1
1,0,1,2,0,0,0,101,2018,4,4,3,0,0.0,0.0,70.0,0,0
2,0,0,4,1,0,0,296,2018,9,21,3,0,0.0,0.0,117.0,1,0
2,0,1,3,0,0,0,0,2017,8,10,4,0,0.0,0.0,124.0,0,1
2,0,0,3,0,0,0,143,2018,8,25,3,0,0.0,0.0,100.0,0,1
2,0,1,3,0,0,3,109,2018,8,11,4,0,0.0,0.0,131.4,3,1
2,0,0,5,0,0,0,92,2017,10,6,4,0,0.0,0.0,89.25,1,1
2,0,0,3,1,0,0,13,2018,4,26,3,0,0.0,0.0,96.0,0,1
3,0,2,1,0,0,3,224,2018,10,23,4,0,0.0,0.0,128.7,2,0
2,0,2,0,1,0,0,386,2018,10,23,3,0,0.0,0.0,115.0,1,0
2,0,1,2,1,0,0,161,2018,3,25,3,0,0.0,0.0,130.0,0,0
4,0,1,0,0,0,6,36,2018,8,21,4,0,0.0,0.0,214.75,0,0
2,2,1,1,0,0,5,21,2018,4,11,4,0,0.0,0.0,196.0,0,0
2,0,2,3,0,0,0,81,2017,10,24,4,0,0.0,0.0,89.25,2,1
2,0,1,2,0,0,3,28,2018,5,20,4,0,0.0,0.0,144.8,1,1
1,0,1,2,0,0,0,237,2017,9,14,4,0,0.0,0.0,80.75,0,0
2,0,0,1,0,0,0,46,2018,9,7,4,0,0.0,0.0,98.1,1,1
3,0,0,4,0,0,3,137,2018,8,23,4,0,0.0,0.0,133.2,0,0
1,0,0,3,1,0,0,85,2017,9,30,3,0,0.0,0.0,100.0,0,1
2,0,1,4,0,0,0,34,2018,2,17,3,0,0.0,0.0,66.0,1,1
2,0,0,1,0,0,0,0,2018,5,12,4,0,0.0,0.0,141.0,1,1
2,0,2,2,0,0,0,30,2018,10,2,4,0,0.0,0.0,139.28,0,0
1,0,0,3,0,0,0,37,2018,10,13,3,0,0.0,0.0,95.0,0,1
2,0,0,1,0,0,0,13,2018,8,6,4,0,0.0,0.0,151.0,1,1
3,0,2,6,0,0,3,113,2018,7,1,4,0,0.0,0.0,138.55,0,0
3,0,0,3,0,0,3,155,2018,10,20,4,0,0.0,0.0,142.83,0,0
2,0,1,2,0,0,0,4,2018,3,11,4,0,0.0,0.0,109.0,2,1
2,0,0,2,0,0,0,43,2018,12,2,3,0,0.0,0.0,72.0,1,1
3,0,1,2,0,0,3,232,2018,12,5,4,0,0.0,0.0,110.7,2,1
2,0,1,0,0,0,0,1,2018,12,18,4,0,0.0,0.0,89.5,1,1
3,0,0,2,0,0,3,142,2018,7,1,4,0,0.0,0.0,128.7,1,1
2,0,1,3,0,0,3,9,2017,11,12,4,0,0.0,0.0,107.0,1,1
2,0,2,5,3,1,0,160,2018,8,8,4,0,0.0,0.0,106.75,0,0
2,0,0,2,0,0,0,177,2018,6,3,3,0,0.0,0.0,100.0,0,0
2,0,0,2,0,0,3,0,2018,5,27,4,0,0.0,0.0,182.33,1,0
2,0,0,1,3,0,0,3,2017,12,4,4,0,0.0,0.0,75.0,0,1
2,0,0,2,0,0,3,20,2018,6,8,4,0,0.0,0.0,115.6,2,1
2,0,0,2,3,0,0,0,2018,8,16,4,0,0.0,0.0,91.59,0,1
2,1,0,4,0,0,5,92,2018,6,1,4,0,0.0,0.0,187.85,1,1
2,0,0,3,0,0,0,276,2018,9,22,4,0,0.0,0.0,95.0,0,0
2,0,2,1,0,0,0,44,2018,4,23,3,0,0.0,0.0,95.0,1,1
2,0,0,1,0,0,0,27,2018,5,4,3,0,0.0,0.0,85.0,0,1
1,0,1,2,0,0,0,61,2018,2,29,4,0,0.0,0.0,78.9,1,0
2,0,2,8,0,0,0,61,2017,7,8,4,0,0.0,0.0,68.85,0,0
2,0,2,1,0,0,0,83,2018,5,1,3,0,0.0,0.0,75.0,0,1
2,0,1,4,0,0,0,172,2018,7,4,4,0,0.0,0.0,79.03,1,1
2,0,0,3,3,0,0,48,2018,10,4,4,0,0.0,0.0,108.0,1,0
0,2,1,2,0,0,1,37,2018,2,12,4,0,0.0,0.0,69.5,1,1
2,0,1,3,0,0,3,92,2018,4,7,3,0,0.0,0.0,90.95,0,1
1,0,1,3,0,0,0,0,2018,6,20,0,1,0.0,0.6931471805599453,95.0,0,1
1,0,0,1,0,0,3,0,2018,9,28,1,1,0.0,1.3862943611198906,0.0,1,1
1,1,1,1,0,0,0,60,2018,4,30,4,0,0.0,0.0,143.1,0,0
2,0,1,1,0,0,0,188,2018,8,13,4,0,0.0,0.0,105.3,0,0
2,0,1,1,0,0,3,1,2018,6,11,4,0,0.0,0.0,136.0,2,1
2,0,1,2,0,0,0,28,2017,10,12,4,0,0.0,0.0,96.3,2,1
2,0,0,2,1,0,0,39,2017,8,14,3,0,0.0,0.0,109.0,0,1
2,0,0,2,3,0,0,10,2018,6,29,4,0,0.0,0.0,129.0,0,0
2,0,0,1,0,0,0,5,2018,8,20,4,0,0.0,0.0,130.0,1,1
2,0,1,2,0,0,0,7,2017,8,17,4,0,0.0,0.0,90.0,1,1
1,0,0,1,0,0,0,1,2018,11,29,3,0,0.0,0.0,75.0,0,1
2,0,0,1,3,0,0,14,2018,4,19,4,0,0.0,0.0,89.0,0,0
2,0,3,7,1,0,3,137,2018,7,29,4,0,0.0,0.0,147.9,1,1
2,1,2,2,0,0,0,76,2018,6,17,4,0,0.0,0.0,129.0,2,1
2,0,2,1,0,0,0,20,2017,12,27,3,0,0.0,0.0,58.0,0,1
2,0,0,1,0,0,0,105,2018,4,6,3,0,0.0,0.0,75.0,0,0
2,0,2,1,1,0,0,11,2017,8,15,3,0,0.0,0.0,94.5,0,1
2,0,1,3,0,0,0,23,2018,3,10,4,0,0.0,0.0,96.0,0,0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0.0,0.0,100.0,0,0
2,0,1,3,0,0,0,189,2018,8,8,3,0,0.0,0.0,72.25,0,1
2,0,0,3,0,0,0,105,2017,11,26,4,0,0.0,0.0,72.25,3,1
2,1,2,3,0,0,4,52,2018,10,23,4,0,0.0,0.0,145.24,0,0
2,0,1,1,3,0,0,145,2018,8,1,4,0,0.0,0.0,94.5,0,1
3,0,2,5,1,0,3,81,2018,7,11,4,0,0.0,0.0,190.29,0,1
3,0,1,1,0,0,3,6,2018,9,12,4,0,0.0,0.0,169.93,1,1
2,0,2,0,3,0,0,10,2018,4,3,4,0,0.0,0.0,89.0,1,1
2,0,0,1,0,0,3,54,2018,6,4,4,0,0.0,0.0,140.4,0,0
2,0,0,3,0,0,0,176,2018,9,8,3,0,0.0,0.0,125.1,0,0
2,0,0,1,3,0,0,68,2018,9,16,4,0,0.0,0.0,125.1,0,0
2,0,0,2,0,1,0,50,2018,10,4,4,0,0.0,0.0,127.8,2,1
2,0,2,0,0,0,0,1,2017,8,9,4,0,0.0,0.0,98.0,0,1
2,0,2,0,3,0,0,150,2018,10,30,4,0,0.0,0.0,80.1,0,0
2,0,1,2,0,0,0,135,2017,9,14,3,0,0.0,0.0,90.0,0,1
1,0,1,0,0,0,0,111,2018,10,10,3,0,0.0,0.0,120.0,0,0
3,0,2,1,1,0,0,3,2017,7,11,3,0,0.0,0.0,138.5,0,1
2,0,1,0,0,0,0,122,2017,7,13,4,0,0.0,0.0,76.5,2,0
3,0,1,0,0,0,3,40,2018,10,2,4,0,0.0,0.0,158.4,1,1
2,0,5,10,0,0,0,204,2018,8,15,4,0,0.0,0.0,93.22,2,0
2,1,0,1,0,0,0,119,2018,6,28,4,0,0.0,0.0,112.5,0,0
2,0,0,2,0,0,3,240,2018,9,30,4,0,0.0,0.0,140.4,0,0
1,0,1,1,3,0,0,96,2018,10,3,4,0,0.0,0.0,108.0,3,1
1,0,1,0,3,0,0,131,2018,10,10,4,0,0.0,0.0,108.0,0,0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0.0,0.0,115.0,1,0
2,0,2,3,0,0,0,137,2018,5,22,4,0,0.0,0.0,79.72,1,1
2,0,0,3,0,0,3,18,2018,5,10,4,0,0.0,0.0,146.0,1,1
2,1,1,2,0,0,0,52,2018,7,8,4,0,0.0,0.0,132.9,0,0
2,0,0,3,0,0,0,304,2018,11,3,3,0,0.0,0.0,89.0,0,0
3,0,4,10,0,0,3,73,2018,7,2,4,0,0.0,0.0,145.93,0,0
3,0,1,4,0,0,3,142,2018,8,8,4,0,0.0,0.0,138.55,1,1
2,0,0,4,0,0,0,88,2018,4,26,4,0,0.0,0.0,98.18,0,0
2,0,0,2,0,0,0,94,2018,8,23,4,0,0.0,0.0,117.9,0,0
2,0,1,2,0,0,0,57,2018,6,10,3,0,0.0,0.0,90.67,1,1
2,0,2,2,0,0,0,61,2018,3,19,3,0,0.0,0.0,63.58,0,1
2,0,0,3,0,0,0,276,2018,9,22,3,0,0.0,0.0,116.33,0,0
2,0,1,4,0,0,0,117,2018,7,27,3,0,0.0,0.0,72.25,1,1
3,0,2,2,0,0,0,6,2018,2,7,3,0,0.0,0.0,90.2,1,1
1,0,2,4,0,0,0,76,2017,9,17,4,0,0.0,0.0,80.75,0,1
2,0,0,1,3,0,0,83,2018,9,28,4,0,0.0,0.0,112.59,2,1
2,0,1,2,0,0,0,89,2018,4,8,4,0,0.0,0.0,87.3,1,1
1,0,0,3,0,0,0,166,2018,11,1,3,0,0.0,0.0,110.0,0,0
1,0,3,5,0,0,0,10,2018,5,29,2,0,0.0,0.0,110.0,0,1
2,0,1,3,0,0,0,250,2018,9,26,3,0,0.0,0.0,95.0,0,0
1,0,0,1,1,0,0,9,2018,4,6,4,0,0.0,0.0,0.0,0,1
2,0,1,2,0,0,0,273,2018,5,13,4,0,0.0,0.0,95.0,0,0
2,0,2,3,0,0,0,85,2018,3,17,4,0,0.0,0.0,73.95,2,1
2,0,2,1,3,0,0,79,2018,4,17,4,0,0.0,0.0,88.5,0,0
2,0,0,2,0,0,0,30,2018,6,2,3,0,0.0,0.0,140.0,0,1
2,0,1,1,0,0,0,0,2017,9,7,3,0,0.0,0.0,99.2,0,1
1,0,0,2,0,0,0,5,2018,5,24,2,0,0.0,0.0,100.0,0,1
2,0,2,5,3,0,0,14,2018,12,28,4,0,0.0,0.0,98.11,1,1
3,0,0,4,1,0,3,12,2018,2,24,4,0,0.0,0.0,184.0,3,1
2,1,2,5,0,0,0,95,2018,12,21,4,0,0.0,0.0,103.7,3,1
2,0,0,2,1,0,3,80,2017,10,9,3,0,0.0,0.0,136.0,0,1
2,2,0,3,0,0,5,52,2018,9,14,4,0,0.0,0.0,207.9,1,0
1,0,2,2,0,0,0,64,2018,3,18,4,0,0.0,0.0,93.5,0,1
2,1,1,2,0,0,0,11,2018,7,25,4,0,0.0,0.0,129.75,1,1
1,1,0,3,0,0,0,178,2018,8,18,4,0,0.0,0.0,124.5,0,0
2,0,1,2,0,0,0,0,2018,7,25,4,0,0.0,0.0,161.0,0,1
2,0,1,2,1,0,0,224,2018,8,8,3,0,0.0,0.0,102.25,0,0
2,0,0,2,0,0,0,7,2017,9,11,4,0,0.0,0.0,138.0,2,1
1,0,0,1,0,0,0,0,2018,5,18,2,0,0.0,0.0,163.18,0,0
2,0,0,3,3,0,0,260,2018,9,22,4,0,0.0,0.0,113.4,0,0
2,0,0,2,3,0,0,1,2017,11,5,4,0,0.0,0.0,95.0,1,1
2,0,1,4,3,0,0,172,2018,6,27,4,0,0.0,0.0,80.75,0,0
2,0,0,3,0,0,0,219,2018,8,17,3,0,0.0,0.0,72.25,0,1
2,0,2,4,0,0,0,50,2018,7,13,3,0,0.0,0.0,79.56,0,0
1,0,0,1,0,0,3,14,2018,9,22,4,0,0.0,0.0,184.0,2,1
1,0,0,1,0,0,0,0,2017,10,1,1,1,0.0,0.6931471805599453,0.0,0,1
2,0,2,2,0,0,0,156,2018,7,16,3,0,0.0,0.0,72.25,1,1
2,0,0,2,0,0,0,211,2018,5,20,3,0,0.0,0.0,100.0,0,0
2,0,0,3,0,0,3,40,2017,10,28,3,0,0.0,0.0,75.0,0,1
2,0,0,3,0,0,0,229,2018,10,27,4,0,0.0,0.0,70.44,0,0
2,0,2,4,0,0,3,7,2018,6,16,4,0,0.0,0.0,156.0,1,0
2,0,1,1,0,0,0,60,2017,9,21,3,0,0.0,0.0,65.0,0,1
2,0,0,0,0,0,0,143,2018,4,24,4,0,0.0,0.0,0.0,0,1
2,0,1,0,0,0,0,0,2018,12,12,1,1,0.0,0.6931471805599453,0.0,2,1
2,0,1,2,0,0,0,193,2018,6,20,3,0,0.0,0.0,120.0,0,0
2,0,1,1,0,0,0,61,2017,10,26,3,0,0.0,0.0,72.24,1,1
2,0,1,1,0,0,3,6,2018,5,9,4,0,0.0,0.0,126.0,1,1
3,0,2,5,0,0,5,87,2018,7,9,4,0,0.0,0.0,181.16,2,1
1,0,0,2,0,0,0,119,2018,4,15,4,0,0.0,0.0,90.9,0,1
2,0,1,3,0,0,3,72,2018,9,19,4,0,0.0,0.0,53.95,1,1
2,0,0,3,0,0,0,5,2018,2,2,3,0,0.0,0.0,64.0,0,1
1,0,1,1,3,0,0,5,2018,11,28,4,0,0.0,0.0,82.35,0,1
1,0,0,2,0,0,3,16,2018,3,8,2,0,0.0,0.0,76.0,0,1
2,0,1,1,0,0,0,104,2018,7,16,4,0,0.0,0.0,77.03,1,1
2,0,0,3,0,0,0,170,2018,6,28,4,0,0.0,0.0,96.3,1,1
2,0,1,3,0,0,0,75,2018,3,17,3,0,0.0,0.0,80.0,0,0
2,0,0,1,0,0,0,0,2018,2,12,4,0,0.0,0.0,55.08,0,1
1,0,1,0,0,0,0,7,2018,4,4,4,0,0.0,0.0,95.0,0,1
2,0,0,3,0,0,0,12,2018,7,19,4,0,0.0,0.0,134.33,2,1
2,1,2,1,0,0,0,110,2018,6,26,4,0,0.0,0.0,95.0,0,0
1,0,0,1,0,0,0,15,2018,12,27,3,0,0.0,0.0,60.0,0,1
3,0,0,2,3,1,0,18,2018,1,21,4,0,0.0,0.0,75.0,1,1
1,0,2,4,0,0,0,245,2018,7,6,3,0,0.0,0.0,110.0,0,0
2,0,0,4,0,0,3,30,2018,5,11,4,0,0.0,0.0,149.4,0,0
2,0,1,3,0,0,3,79,2018,4,4,4,0,0.0,0.0,95.2,1,1
2,0,0,3,0,0,0,61,2018,11,23,3,0,0.0,0.0,75.0,1,1
2,1,1,3,0,0,0,235,2018,10,27,4,0,0.0,0.0,106.25,0,0
2,0,1,0,0,0,0,3,2018,7,24,4,0,0.0,0.0,131.0,0,1
1,0,0,1,0,0,0,0,2018,10,28,3,0,0.0,0.0,45.0,1,1
2,0,1,1,3,0,0,38,2018,9,26,4,0,0.0,0.0,112.59,0,0
2,0,1,2,0,0,0,100,2018,3,25,3,0,0.0,0.0,38.67,0,1
1,0,0,1,0,0,0,19,2017,10,27,2,0,0.0,0.0,95.0,1,1
3,0,0,2,0,0,3,94,2018,6,30,4,0,0.0,0.0,146.7,0,0
2,0,0,2,0,0,3,13,2018,5,6,4,0,0.0,0.0,156.0,0,1
2,0,0,1,3,0,0,84,2018,11,5,4,0,0.0,0.0,60.98,1,1
2,0,2,0,0,0,0,6,2018,2,28,3,0,0.0,0.0,54.0,0,1
2,0,1,3,0,0,0,80,2018,3,17,4,0,0.0,0.0,80.33,1,1
2,0,0,3,0,1,3,94,2018,3,9,4,0,0.0,0.0,96.3,0,1
2,0,2,2,0,0,0,71,2018,4,3,4,0,0.0,0.0,87.13,1,1
1,0,0,4,0,0,3,38,2018,11,2,4,0,0.0,0.0,77.23,3,1
2,0,0,2,0,0,0,122,2018,5,12,4,0,0.0,0.0,105.3,1,1
2,0,2,5,0,0,3,2,2018,11,6,3,0,0.0,0.0,78.2,1,1
2,0,3,5,0,0,0,86,2018,4,25,4,0,0.0,0.0,105.4,1,0
2,0,0,3,0,0,3,47,2018,2,18,4,0,0.0,0.0,90.3,0,1
1,0,0,2,0,0,0,1,2018,1,27,4,0,0.0,0.0,71.7,0,1
2,0,0,2,0,0,0,44,2018,12,2,4,0,0.0,0.0,98.8,0,0
2,0,0,2,0,0,0,0,2017,10,1,4,0,0.0,0.0,135.5,2,1
1,0,0,1,0,0,0,0,2018,3,24,3,0,0.0,0.0,75.0,0,1
2,0,2,2,0,0,0,99,2017,10,30,4,0,0.0,0.0,65.0,0,0
2,0,2,2,0,0,0,25,2018,12,10,4,0,0.0,0.0,89.89,2,1
2,0,1,3,0,0,0,75,2018,3,17,4,0,0.0,0.0,80.0,0,0
2,0,2,1,0,0,0,102,2018,1,3,3,0,0.0,0.0,40.67,0,1
1,0,0,1,0,0,0,0,2018,7,23,4,0,0.0,0.0,101.18,0,1
2,0,0,1,3,0,0,17,2018,10,7,4,0,0.0,0.0,135.0,2,1
2,0,0,2,0,0,3,19,2018,9,15,4,0,0.0,0.0,174.0,2,1
2,0,0,1,3,0,0,42,2018,3,22,4,0,0.0,0.0,88.2,0,1
2,0,0,4,3,0,0,49,2018,3,8,4,0,0.0,0.0,63.75,0,0
2,0,1,2,0,0,3,77,2018,4,18,4,0,0.0,0.0,115.8,1,1
2,0,0,3,3,0,0,0,2018,8,30,4,0,0.0,0.0,129.0,3,1
1,0,0,1,0,0,0,9,2018,3,30,4,0,0.0,0.0,82.92,0,1
2,0,1,1,0,1,0,77,2018,6,18,4,0,0.0,0.0,125.1,1,1
2,0,0,1,3,0,0,95,2018,4,14,4,0,0.0,0.0,65.83,1,1
2,0,0,4,3,0,0,177,2018,7,26,4,0,0.0,0.0,80.75,1,0
2,0,1,2,0,0,0,67,2018,12,2,3,0,0.0,0.0,75.0,0,1
1,0,2,3,0,0,0,33,2018,11,6,4,0,0.0,0.0,131.88,1,1
2,0,2,2,3,0,0,18,2018,11,20,4,0,0.0,0.0,61.53,1,1
2,0,2,3,0,0,0,10,2017,12,11,3,0,0.0,0.0,58.0,0,1
2,0,2,5,0,0,3,12,2018,1,10,4,0,0.0,0.0,72.96,0,1
2,0,1,4,0,0,3,103,2018,4,6,4,0,0.0,0.0,96.05,0,1
2,0,0,3,0,0,1,2,2018,1,7,4,0,0.0,0.0,77.25,0,1
2,0,0,1,3,0,0,0,2018,7,23,4,0,0.0,0.0,82.66,0,1
2,0,0,2,0,0,0,44,2018,4,27,4,0,0.0,0.0,106.2,1,1
2,0,1,4,3,0,0,62,2018,3,7,4,0,0.0,0.0,72.75,0,0
1,0,1,0,0,0,0,12,2018,6,20,2,1,0.0,2.0794415416798357,65.0,1,1
2,0,0,1,0,0,0,2,2018,7,9,4,0,0.0,0.0,116.27,1,1
1,0,0,3,0,0,0,166,2018,11,1,4,0,0.0,0.0,110.0,0,0
2,0,1,1,0,1,3,36,2018,10,3,4,0,0.0,0.0,148.5,2,1
1,0,0,2,0,1,0,2,2018,3,16,0,1,0.0,0.6931471805599453,88.0,0,1
2,0,4,9,0,0,0,10,2018,5,15,2,0,0.0,0.0,129.0,0,1
2,0,0,1,0,0,3,43,2018,5,18,4,0,0.0,0.0,149.4,1,1
2,0,0,3,0,0,0,184,2018,8,9,4,0,0.0,0.0,105.3,2,0
2,0,1,2,0,0,3,58,2018,6,20,4,0,0.0,0.0,113.4,0,0
2,0,1,1,3,0,0,44,2018,4,2,4,0,0.0,0.0,107.1,0,0
2,0,2,2,0,0,3,73,2018,4,9,4,0,0.0,0.0,107.95,1,0
2,0,0,4,0,1,0,156,2018,7,5,4,0,0.0,0.0,114.83,1,0
1,0,0,2,0,1,0,37,2017,9,16,4,0,0.0,0.0,94.5,0,1
1,0,2,1,0,0,0,94,2018,10,8,4,0,0.0,0.0,111.33,1,1
2,0,0,0,0,0,0,16,2017,10,8,4,0,0.0,0.0,0.0,1,1
1,0,0,1,0,1,0,1,2018,3,29,2,1,0.0,0.6931471805599453,65.0,0,1
2,0,0,2,0,0,0,77,2018,12,9,3,0,0.0,0.0,75.0,1,1
2,0,1,2,0,0,3,189,2018,3,25,3,0,0.0,0.0,60.0,1,1
2,0,0,3,0,0,0,22,2017,11,19,4,0,0.0,0.0,95.0,1,1
2,0,2,3,0,0,0,222,2018,4,28,4,0,0.0,0.0,118.0,0,0
2,0,2,1,1,0,0,145,2017,8,29,3,0,0.0,0.0,94.5,0,1
2,0,2,5,0,0,3,123,2018,10,21,4,0,0.0,0.0,120.34,0,1
1,0,1,0,3,0,0,0,2018,4,4,4,0,0.0,0.0,89.0,1,1
2,0,2,4,3,0,0,34,2018,8,28,4,0,0.0,0.0,100.35,2,0
2,2,2,1,0,0,5,83,2018,4,3,4,0,0.0,0.0,159.3,2,1
1,0,0,1,0,0,0,181,2018,10,11,3,0,0.0,0.0,250.0,1,0
2,0,2,3,0,0,3,42,2018,2,14,4,0,0.0,0.0,90.76,1,1
1,0,1,0,0,0,0,14,2018,10,3,2,0,0.0,0.0,95.0,0,1
2,0,0,1,3,0,0,184,2018,10,12,4,0,0.0,0.0,98.1,0,0
1,0,0,2,0,0,3,2,2018,11,2,0,0,0.0,0.0,94.0,0,1
2,0,1,2,0,0,0,38,2017,9,21,4,0,0.0,0.0,145.8,1,1
1,0,0,2,0,0,0,99,2018,2,19,2,0,0.0,0.0,80.5,0,1
2,1,1,3,3,0,0,30,2018,7,14,3,0,0.0,0.0,88.56,1,1
2,0,1,3,0,0,0,210,2017,10,8,3,0,0.0,0.0,72.75,0,1
2,0,0,3,0,0,0,4,2018,4,7,3,0,0.0,0.0,85.5,0,1
1,0,0,3,0,0,0,287,2018,9,29,4,0,0.0,0.0,100.8,2,0
2,1,0,1,0,0,0,23,2018,3,18,4,0,0.0,0.0,109.0,0,1
1,0,0,1,3,0,0,27,2018,7,6,4,0,0.0,0.0,139.0,2,1
2,0,0,2,1,0,0,346,2018,9,13,3,0,0.0,0.0,115.0,1,0
2,0,0,2,0,0,0,27,2018,7,8,4,0,0.0,0.0,151.0,1,1
2,0,1,2,3,0,0,48,2018,11,4,4,0,0.0,0.0,79.2,2,1
2,0,1,4,0,0,0,90,2018,3,7,4,0,0.0,0.0,73.95,0,0
2,0,2,0,0,0,0,133,2018,8,21,4,0,0.0,0.0,105.3,1,1
1,0,0,2,0,0,3,68,2018,4,26,4,0,0.0,0.0,118.8,1,1
2,0,0,1,3,0,0,82,2018,6,23,4,0,0.0,0.0,85.5,0,0
1,0,1,0,0,1,0,30,2018,11,13,2,1,0.0,1.3862943611198906,67.0,0,1
2,0,1,2,3,0,0,2,2018,8,15,4,0,0.0,0.0,169.33,0,1
2,1,0,1,0,0,0,118,2018,8,11,4,0,0.0,0.0,114.3,1,1
2,0,2,2,0,0,0,134,2017,12,4,3,0,0.0,0.0,65.0,0,1
2,0,0,2,0,1,0,33,2018,9,15,4,0,0.0,0.0,117.33,2,1
2,0,0,1,0,0,0,40,2018,9,1,4,0,0.0,0.0,109.8,2,1
2,0,0,1,0,0,0,43,2018,4,8,4,0,0.0,0.0,117.9,1,1
2,0,0,2,0,0,0,88,2017,8,14,4,0,0.0,0.0,76.5,0,1
2,0,0,4,3,0,1,117,2018,6,28,4,0,0.0,0.0,97.75,1,1
2,2,1,0,0,0,5,54,2018,7,10,4,0,0.0,0.0,156.93,2,1
2,0,0,3,0,0,0,259,2018,5,5,3,0,0.0,0.0,90.0,0,0
2,0,0,2,3,0,0,134,2018,8,10,4,0,0.0,0.0,103.5,0,0
2,0,1,1,0,0,0,180,2018,5,2,3,0,0.0,0.0,100.0,1,1
2,0,2,5,0,0,0,78,2018,11,12,4,0,0.0,0.0,90.63,2,0
2,1,0,1,0,0,0,1,2018,3,24,4,0,0.0,0.0,159.0,2,1
2,0,2,0,0,0,0,13,2017,11,22,3,0,0.0,0.0,90.6,1,1
2,0,2,9,0,0,0,42,2018,11,1,4,0,0.0,0.0,121.78,2,1
2,2,2,2,0,0,5,88,2018,4,3,4,0,0.0,0.0,150.45,2,1
1,0,0,1,3,0,0,36,2018,10,13,4,0,0.0,0.0,102.6,2,1
1,0,2,1,0,0,0,1,2017,8,29,4,0,0.0,0.0,96.0,0,1
1,0,0,3,0,0,0,46,2018,3,3,4,0,0.0,0.0,73.9,0,0
2,0,2,1,1,0,0,96,2017,7,11,3,0,0.0,0.0,94.5,0,0
2,0,0,2,0,0,0,22,2018,5,20,3,0,0.0,0.0,140.0,0,1
2,0,0,2,0,0,0,16,2018,7,28,4,0,0.0,0.0,131.0,1,0
2,0,2,3,0,0,3,147,2018,9,18,4,0,0.0,0.0,143.1,2,1
1,1,1,3,3,0,0,37,2018,9,5,4,0,0.0,0.0,72.91,1,1
2,0,0,3,3,0,0,24,2018,10,20,4,0,0.0,0.0,119.0,2,1
2,0,1,2,1,0,0,8,2018,3,25,4,0,0.0,0.0,185.67,0,0
2,0,2,2,0,0,0,98,2018,8,21,4,0,0.0,0.0,117.9,1,1
2,0,0,2,1,0,0,102,2017,10,16,3,0,0.0,0.0,109.0,0,1
2,0,0,2,3,0,0,53,2018,5,6,4,0,0.0,0.0,116.1,0,0
1,0,0,2,0,0,0,12,2018,1,19,3,0,0.0,0.0,71.0,0,1
2,0,2,2,0,0,0,59,2018,11,18,3,0,0.0,0.0,75.0,0,1
2,0,2,2,3,0,0,22,2018,8,28,4,0,0.0,0.0,112.25,2,1
2,0,0,1,0,1,0,154,2018,8,24,4,0,0.0,0.0,114.3,1,0
2,0,0,3,0,0,0,196,2018,8,4,4,0,0.0,0.0,105.3,0,0
2,0,1,2,0,0,0,62,2018,11,21,3,0,0.0,0.0,75.0,0,1
2,0,2,2,0,0,0,99,2017,10,30,3,0,0.0,0.0,65.0,0,0
2,0,2,3,0,0,3,58,2018,12,29,4,0,0.0,0.0,178.56,2,1
1,0,0,2,0,0,0,151,2018,1,19,3,0,0.0,0.0,71.0,0,1
2,0,0,4,0,0,0,168,2018,7,26,4,0,0.0,0.0,76.58,1,1
2,0,0,1,0,0,3,2,2018,6,11,4,0,0.0,0.0,136.0,1,1
2,0,0,1,0,0,3,146,2018,7,8,4,0,0.0,0.0,127.8,2,1
1,0,0,3,1,0,0,71,2018,5,10,3,0,0.0,0.0,98.0,0,1
2,0,1,1,3,0,0,199,2018,10,1,4,0,0.0,0.0,98.1,1,1
2,0,2,1,0,0,0,41,2018,3,13,2,0,0.0,0.0,85.67,0,1
1,0,0,2,0,0,0,12,2018,6,14,2,1,0.6931471805599453,2.0794415416798357,65.0,1,1
2,0,0,2,0,0,0,24,2017,12,4,3,0,0.0,0.0,55.0,0,1
1,0,0,1,0,0,0,6,2017,12,16,4,0,0.0,0.0,81.0,1,1
2,2,1,1,0,0,1,140,2018,7,2,4,0,0.0,0.0,88.77,1,1
2,0,0,4,3,0,0,9,2018,12,28,4,0,0.0,0.0,95.2,1,1
2,0,1,3,3,0,0,111,2018,5,9,4,0,0.0,0.0,102.75,1,1
1,0,0,2,0,0,0,12,2018,1,26,2,0,0.0,0.0,80.0,0,1
2,1,0,2,0,0,0,50,2018,10,19,3,0,0.0,0.0,98.55,0,1
